,text,labels
295,Добрый день вы отослали посылку ?,Доставка
265,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
228,Тюменская область ХМАО г ************* ул Мира ************ **,Доставка
896,Здравствуйте . Есть такой в наличии ?,Характеристики продукта
55,Спасибо,Общеразговорные
758,"***** , может рамку эту ?",Другое
549,На карту переведу,Оплата
702,Из дисков ?,Другое
80,Вы не ответите ?,Общеразговорные
415,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
462,"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила",Оплата
63,да,Общеразговорные
343,Да . отправляйте . *********** ******* **********,Доставка
338,Хорошо . спасибо за ответы . Жду Ваш товар,Доставка
372,Отправили ?,Доставка
653,Из дисков ?,Другое
122,Ок . Спасибо,Общеразговорные
134,И в каком ещё ***** есть ?,Общеразговорные
948,По груди у меня ***,Характеристики продукта
79,Чуть позже пришлю ) ),Общеразговорные
300,"Очень уж долго шла посылка , я рассчитывала , что получу до отьезда ... и костюм очень нужен ...",Доставка
127,"спасибо , буду ждать ) э",Общеразговорные
706,"***** , может рамку эту ?",Другое
180,привет ) открыли сучайно,Общеразговорные
878,Розовый,Характеристики продукта
14,********** Любовь,Общеразговорные
98,Это про какое речь ?,Общеразговорные
606,"***** , может рамку эту ?",Другое
577,Сумма ? Сколько вышло ?,Оплата
793,"*** , здравствуйте . Мне тоже белые кеды можно получить ? Размер **** есть ?",Характеристики продукта
936,Подскажите только по размеру XL - это ** размер ?,Характеристики продукта
585,"Здравствуйте , можно сейчас оплатить ?",Оплата
121,Жду ) Вам спасибо ),Общеразговорные
788,А какая цена на мужской костюм из новой принтованной ткани ? ),Характеристики продукта
880,"Желательно прямо костюмами , только белые брюки можно одни ) ) )",Характеристики продукта
153,Спасибо ! ),Общеразговорные
221,Я хочу второй халат заменить на тунику,Доставка
876,ЭТО ТКАНЬ МНЕ НЕ ПОДХОДИТ,Характеристики продукта
232,А сколько по времени доставка будет ?,Доставка
532,как перечислю отпишусь,Оплата
190,Я не утону в нем ?,Общеразговорные
958,Тогда опять голубой,Характеристики продукта
515,"У меня показывает , что не находит такой карты (",Оплата
297,"Скажите пожалуйста , делала вам заказ и хотела бы узнать на каком он этапе ? ? ? Спасибо .",Доставка
538,Сейчас оплачу по карте,Оплата
689,Из дисков ?,Другое
849,"*** , добрый вечер . Хотелось бы заказать у вас платье , но не нашла номер модели . ТАЛИЯ НА РЕЗИНКЕ спереди два кармана . ПОДСКАЖИТЕ КАК ЛУЧШЕ СДЕЛАТЬ ЗАКАЗ .. Спасибо",Характеристики продукта
384,"В сб ) да жду , но еще позвоню , а то может они со мной одной возиться не будут",Доставка
864,"Здравствуйте , как оформить заказ ? мне нужен ** размер из плотной ткани !",Характеристики продукта
730,"Добрый день , не очень понятно , продолжаем мы сотрудничество или нет .",Другое
428,"У меня показывает , что не находит такой карты (",Оплата
206,А сколько по времени доставка будет ?,Доставка
41,Очень хорошо,Общеразговорные
686,Из дисков ?,Другое
67,Спасибо,Общеразговорные
465,ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит,Оплата
678,"***** , может рамку эту ?",Другое
