,text,labels
1798,Хорошо. Как только я оплачу я вам напишу . Постараюсь максимально быстро. На почте просто было бы удобнее. ,Способы оплаты
1503,['А по стоимости ? Сейчас у вас скидки все ?'],Акции / Скидки
1736,"Прикольно, надо тебе короче предоплату брать предлагать разные способы карта, Яндекс деньги, связной например хотя бы 30 %",Способы оплаты
616,На какой счет ? И когда ?,Реквизиты
1842,Спасибо.а оплачивать можно курьеру.,Способы оплаты
1741,Напишите условия оплаты,Способы оплаты
1687,Оплата картой,Способы оплаты
463,['******* ? ?'],Реквизиты
892,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
25,"['Хорошо , оплачу']",Статус оплаты
1838,"Теперь способы оплаты,пожалуйста",Способы оплаты
942,['Вы обещали 300 р. на карту . Номер карты : 4072 3408 92'],Инцидент
467,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
1911,Давайте оплата при получении ,Способы оплаты
1361,['А по ? Сейчас у вас скидки на все ?'],Акции / Скидки
1020,"['получении , сколько получится сумма ?']",Сумма
518,['******* Сбербанк'],Реквизиты
1109,['вы мне так и написали ?'],Сумма
773,['Вы обещали вернуть 300 р. на карту . карты : 4072 3408 92'],Инцидент
332,['******* Сбербанк'],Реквизиты
1804,Оплата при получении,Способы оплаты
304,Здравствуйте я оплатила **** на карту но только чз кассу сказали перевод будет до ** суток,Статус оплаты
841,"['давайте сейчас решим , а завтра не смогу ответить']",Инцидент
512,['******* Сбербанк'],Реквизиты
1729,При получении ),Способы оплаты
1635,['Ну че розыгрыш не ?'],Акции / Скидки
1805,Добрый день.Скажите пожалуйста а я могу через моб.банк по номеру телефона перевести вам сумму?,Способы оплаты
81,['Оплату 300 за почту на карту скину устроит'],Статус оплаты
722,['Вы вернуть 300 р. на карту . Номер карты : 4072 3408 92'],Инцидент
41,['Оплату 300 за почту на карту так устроит'],Статус оплаты
679,['Вы обещали вернуть 300 р. на карту Номер карты : 4072 3408 92'],Инцидент
280,ок сейчас переведу,Статус оплаты
1845,Оплата при получении на почте?,Способы оплаты
1243,"['При получении , получится сумма ?']",Сумма
104,['Оплату 300 за почту на скину так устроит'],Статус оплаты
58,['Оплату 300 за почту на карту так устроит'],Статус оплаты
328,Здравствуйте.за раннее предупредите об оплате.а то я денежку на карте не держу.,Статус оплаты
1938,Оплату мне произвести или на кого отправите?,Способы оплаты
1629,['Ну розыгрыш не делаете ?'],Акции / Скидки
624,деньги отправляйте на Карту сбербанк 4276 6600 1213 2429 Яшина Екатерина Михайловна . Спасибо!Как все придет я сообщу,Реквизиты
1681,Деньги на карту ?,Способы оплаты
1261,['вы мне сумму так и ?'],Сумма
342,['******* Сбербанк'],Реквизиты
584,Сбербанк ?,Реквизиты
1023,"['При , сколько получится сумма ?']",Сумма
1285,['вы мне сумму так и ?'],Сумма
216,Мусихину перевела **,Статус оплаты
927,"['давайте сейчас решим , а завтра не смогу ответить']",Инцидент
535,"['На карту сбербанка . Напишите реквизиты , : ) ) )']",Реквизиты
1725,Давайте через карту,Способы оплаты
941,['Вы обещали вернуть 300 р. на карту . карты : 4072 3408 92'],Инцидент
1739,При получении на почте.,Способы оплаты
812,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
866,"['сейчас решим , а то завтра не смогу ответить']",Инцидент
1009,['вы мне сумму так написали ?'],Сумма
783,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
578,Номер карты получателя: ,Реквизиты
1313,Как оплатить ? И сколько . На ту же карту ?,Сумма
382,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
519,"['На карту сбербанка . реквизиты , пожалуйста : ) ) )']",Реквизиты
17,"[', сейчас оплачу']",Статус оплаты
168,"['Хорошо , сейчас']",Статус оплаты
1393,['А по стоимости Сейчас у вас скидки на все'],Акции / Скидки
1439,['че розыгрыш не делаете ?'],Акции / Скидки
1922,"Здравствуйте , лучше документ , чтобы распечатать можно",Способы оплаты
1167,['вы сумму так и написали ?'],Сумма
555,"['На сбербанка . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
1543,['А по стоимости ? Сейчас у вас скидки на ?'],Акции / Скидки
1868,"или нет, лучше наложенным платежом на почте",Способы оплаты
59,['300 за почту на карту скину так устроит'],Статус оплаты
585,"Напишите, пожалуйста, номер карты",Реквизиты
1145,['вы сумму так и написали ?'],Сумма
1193,['вы мне сумму так и ?'],Сумма
131,"['Хорошо , сейчас']",Статус оплаты
1676,Хорошо. Меня устраивает.  Оплата при получении.,Способы оплаты
971,"Я вам отправила номер карты ещё 29.12, и ни ответа,ни привета. Что за не серьёзность?",Инцидент
579,Юлька можешь мою карту прислать,Реквизиты
1319,"то бишь, сори, 1400",Сумма
1185,"['При получении , сколько получится ?']",Сумма
1870,Оплата при получении на почте),Способы оплаты
1661,"Да, как тот раз наложным платежом почтой россии",Способы оплаты
1344,['А по стоимости ? Сейчас вас скидки на все ?'],Акции / Скидки
1304,вы мне сумму так и написали ?,Сумма
128,"[', сейчас оплачу']",Статус оплаты
863,['Вы обещали вернуть 300 р. на карту Номер карты : 4072 3408 92'],Инцидент
385,"['На карту сбербанка . Напишите , пожалуйста : ) ) )']",Реквизиты
897,['Вы обещали вернуть 300 р. на карту . Номер карты : 4072 3408'],Инцидент
829,"['давайте сейчас решим , а то не смогу ответить']",Инцидент
1473,['А по стоимости Сейчас у вас скидки на все'],Акции / Скидки
400,"['На карту сбербанка . Напишите реквизиты , пожалуйста ) ) )']",Реквизиты
1423,['А по стоимости ? Сейчас вас скидки на все ?'],Акции / Скидки
45,['Оплату 300 почту на карту скину так устроит'],Статус оплаты
1258,['вы мне сумму так и ?'],Сумма
119,['Оплату 300 за на карту скину так устроит'],Статус оплаты
1300,"['При получении , сколько получится сумма']",Сумма
529,['******* Сбербанк'],Реквизиты
1593,['че розыгрыш не делаете ?'],Акции / Скидки
167,['Хорошо сейчас оплачу'],Статус оплаты
175,['Хорошо сейчас оплачу'],Статус оплаты
1048,"['При получении , сколько сумма ?']",Сумма
852,"['давайте сейчас решим , а то не смогу ответить']",Инцидент
114,"[', сейчас оплачу']",Статус оплаты
420,['? Сбербанк ?'],Реквизиты
676,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
33,['Оплату 300 за почту на карту скину так'],Статус оплаты
569,['******* Сбербанк'],Реквизиты
485,['******* ? ?'],Реквизиты
1894,"*** , я лучше на карту перечислю , подожду **** дней . как смогу , сразу напишу . простите , когда работаю , плохо думаю как поступить .",Способы оплаты
103,"['Хорошо , оплачу']",Статус оплаты
375,['******* Сбербанк'],Реквизиты
1636,['че розыгрыш не делаете ?'],Акции / Скидки
1545,['Ну че розыгрыш не делаете'],Акции / Скидки
1628,['Ну че не делаете ?'],Акции / Скидки
1882,"Нет, первый раз я лучше на почте оплачу",Способы оплаты
951,"['давайте сейчас решим , то завтра не смогу ответить']",Инцидент
672,['Вы обещали вернуть 300 р. на карту . Номер карты 4072 3408 92'],Инцидент
1696,Можно на почте оплатить при получении?,Способы оплаты
406,"['На карту сбербанка . Напишите реквизиты , пожалуйста ) ) )']",Реквизиты
855,"['давайте решим , а то завтра не смогу ответить']",Инцидент
1918,"Я бы просто скинула на карту, ну ничего страшного...",Способы оплаты
1435,['Ну че розыгрыш не делаете'],Акции / Скидки
60,['300 за почту на карту скину так устроит'],Статус оплаты
164,['Оплату 300 за почту на карту скину так'],Статус оплаты
1037,['вы мне сумму так написали ?'],Сумма
1697,При получении на почте,Способы оплаты
746,"['давайте сейчас решим , то завтра не смогу ответить']",Инцидент
1531,['А по стоимости ? Сейчас у вас скидки все ?'],Акции / Скидки
1708,"Удобнее на почте, наложенным платежом",Способы оплаты
292,"Всё , отправила )",Статус оплаты
252,"Юлия,  добрый вечер! Я не успела сегодня оплатить, завтра у меня выходной,  с утра оплачу )",Статус оплаты
374,['******* Сбербанк'],Реквизиты
1367,['Ну че розыгрыш не делаете'],Акции / Скидки
319,И я жду.сообщите.оплачу на карту.спасибо,Статус оплаты
513,"['На карту сбербанка . реквизиты , пожалуйста : ) ) )']",Реквизиты
681,['давайте сейчас решим а то завтра не смогу ответить'],Инцидент
1437,['Ну че розыгрыш делаете ?'],Акции / Скидки
1502,['А по ? Сейчас у вас скидки на все ?'],Акции / Скидки
1662,Деньги на карту ?,Способы оплаты
960,Вам спасибо.если вдруг по каким-то либо обстоятельствам посылка будет задерживаться ( переживаю потому что уезжаю в отпуск в конце месяца) могу изменить получателя потом?,Инцидент
28,['Оплату 300 почту на карту скину так устроит'],Статус оплаты
636,Отправила.  Карта Пилюгина Андрея,Реквизиты
559,['******* Сбербанк'],Реквизиты
1078,['вы мне сумму так и написали'],Сумма
224,"Я оплатила **** , но там комиссия , не знаю сколько придет .",Статус оплаты
1377,['че розыгрыш не делаете ?'],Акции / Скидки
1125,"['При , сколько получится сумма ?']",Сумма
270,Статус платежа :ИсполненЧелябинское отделение №8597БИК:047501602Корр.Счет: 301018107000000006021.03.2016Печать чекаПовторить платеж Сохранить как шаблон Подключить автоплатежКаталог платежей и переводов,Статус оплаты
733,['обещали вернуть 300 р. на карту . Номер карты : 4072 3408 92'],Инцидент
830,['Вы обещали вернуть р. на карту . Номер карты : 4072 3408 92'],Инцидент
1024,['вы сумму так и написали ?'],Сумма
864,['Вы обещали вернуть 300 р. карту . Номер карты : 4072 3408 92'],Инцидент
354,"['На карту сбербанка . реквизиты , пожалуйста : ) ) )']",Реквизиты
466,"['На карту сбербанка . реквизиты , пожалуйста : ) ) )']",Реквизиты
1400,['Ну розыгрыш не делаете ?'],Акции / Скидки
954,"давайте сейчас решим, а то завтра не смогу ответить",Инцидент
972,"*** , добрый день ! Посылка пришла , но с наложенным платежом . Я деньги Вам переводила",Инцидент
806,"['давайте сейчас решим , а то завтра смогу ответить']",Инцидент
1204,['вы мне сумму так и написали'],Сумма
740,"['давайте сейчас решим , а то завтра не смогу']",Инцидент
21,"[', сейчас оплачу']",Статус оплаты
648,Мне не хочется переплачивать 600р.а номер карты вы не отправляли,Реквизиты
1442,['Ну че розыгрыш не ?'],Акции / Скидки
1155,"['При получении , получится сумма ?']",Сумма
116,"['Хорошо , оплачу']",Статус оплаты
3,['Оплату 300 за почту карту скину так устроит'],Статус оплаты
1537,['че розыгрыш не делаете ?'],Акции / Скидки
914,"['давайте сейчас решим , а то завтра не ответить']",Инцидент
1150,['вы мне сумму так написали ?'],Сумма
718,"['давайте сейчас решим , а то не смогу ответить']",Инцидент
671,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
1433,['А по стоимости ? Сейчас у вас скидки на ?'],Акции / Скидки
715,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
811,['Вы обещали вернуть 300 на карту . Номер карты : 4072 3408 92'],Инцидент
654,деньги отправляйте на Карту сбербанк 4276 6600 1213 2429 Яшина Екатерина Михайловна . Спасибо!Как все придет я сообщу,Реквизиты
1731,"оплатить можно на почте, при получении?",Способы оплаты
1851,Как оплата и доставка ?,Способы оплаты
249,"А теперь понятно.ну тогда напишите как будут готовы,и я перечислю деньги.",Статус оплаты
117,"['Хорошо , сейчас']",Статус оплаты
582,"Данные карты отправите,когда пошьёте?",Реквизиты
800,"['давайте решим , а то завтра не смогу ответить']",Инцидент
471,['******* Сбербанк'],Реквизиты
1337,['А по стоимости ? Сейчас у вас скидки на ?'],Акции / Скидки
745,"['давайте сейчас решим , а то завтра не ответить']",Инцидент
731,['Вы обещали вернуть 300 р. на карту . Номер карты : 4072 92'],Инцидент
1850,Деньги переводу на карту,Способы оплаты
685,['Вы обещали 300 р. на карту . Номер карты : 4072 3408 92'],Инцидент
1094,"['При получении , сколько сумма ?']",Сумма
1088,"['При получении , сколько получится сумма']",Сумма
617,Те же реквизиты ?,Реквизиты
1254,"['При получении , получится сумма ?']",Сумма
497,['******* Сбербанк'],Реквизиты
1686,Предоплату надо будет делать ?!,Способы оплаты
426,['******* ? ?'],Реквизиты
832,['Вы обещали вернуть 300 р. на карту . Номер карты : 3408 92'],Инцидент
822,['Вы обещали вернуть 300 р. на карту Номер карты : 4072 3408 92'],Инцидент
780,['Вы обещали вернуть 300 р. на карту . Номер карты 4072 3408 92'],Инцидент
882,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
1936,"и давайте я вам деньги сразу переведу, чем на почте потом буду оплачивать",Способы оплаты
940,['давайте сейчас решим а то завтра не смогу ответить'],Инцидент
1129,['мне сумму так и написали ?'],Сумма
493,['******* Сбербанк'],Реквизиты
1541,['А по стоимости Сейчас у вас скидки на все'],Акции / Скидки
1685,"В этом случае если я перевожу сумму на карту ,при получении мне платить не надо?",Способы оплаты
322,оплату получили,Статус оплаты
1443,['че розыгрыш не делаете ?'],Акции / Скидки
1869,"Хорошо , отпишитесь как переведете",Способы оплаты
891,['Вы обещали вернуть 300 на карту . Номер карты : 4072 3408 92'],Инцидент
1771,А как у вас с оплатой? При получении?,Способы оплаты
273,Я суток попозже..а то денежку не дали..я напишу,Статус оплаты
1086,"['При получении , получится сумма ?']",Сумма
1139,['вы мне сумму и написали ?'],Сумма
706,['Вы обещали вернуть 300 р. на карту . карты : 4072 3408 92'],Инцидент
699,['Вы обещали вернуть 300 р. на карту . карты : 4072 3408 92'],Инцидент
1944,Давайте банковской картой,Способы оплаты
1163,"['При получении , сколько получится сумма']",Сумма
977,"Хорошо.сегодня до 17 не успею.оплачу сегодня,но после 20.00. Напишу тогда",Инцидент
1047,['вы мне сумму и написали ?'],Сумма
27,['Оплату 300 за почту карту скину так устроит'],Статус оплаты
57,['Оплату 300 за почту на карту скину так'],Статус оплаты
1045,['вы сумму так и написали ?'],Сумма
1116,['вы мне так и написали ?'],Сумма
655,"Юля,а вы правильно написали номер своей карты? Посмотрите пожалуйста",Реквизиты
809,['Вы обещали вернуть 300 р. на карту . Номер : 4072 3408 92'],Инцидент
1738,Оплачу при получении,Способы оплаты
1156,['вы мне сумму так и написали'],Сумма
1645,['Ну розыгрыш не делаете ?'],Акции / Скидки
457,['******* ? ?'],Реквизиты
1560,['че розыгрыш не делаете ?'],Акции / Скидки
1475,['А по ? Сейчас у вас скидки на все ?'],Акции / Скидки
1617,['Ну че розыгрыш не делаете'],Акции / Скидки
261,"Оплата пришла , присылайте пост",Статус оплаты
1716,Мне переводить вам на карту или вы снимете сумму с моей?,Способы оплаты
1748,При получении на почте,Способы оплаты
55,['Хорошо сейчас оплачу'],Статус оплаты
777,"['давайте сейчас решим , а то не смогу ответить']",Инцидент
1003,['вы мне сумму так и написали'],Сумма
1990,При получение на почте. 89829703665,Способы оплаты
674,['Вы обещали вернуть 300 р. на карту Номер карты : 4072 3408 92'],Инцидент
1143,['мне сумму так и написали ?'],Сумма
1977,что по поводу оплаты ?,Способы оплаты
804,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
1824,Оплата сразу или при получении?,Способы оплаты
1665,Почему у меня написано что я должна оплатить наложенный платёж **** ?,Способы оплаты
14,['Оплату 300 за почту на карту так устроит'],Статус оплаты
178,"['Хорошо , оплачу']",Статус оплаты
1148,['вы сумму так и написали ?'],Сумма
1317,То есть все вместе 4000 почти),Сумма
1692,Давайте тогда на карту . Зачем что-то переплачивать ),Способы оплаты
1070,['вы мне сумму так написали ?'],Сумма
63,['Оплату 300 за почту на скину так устроит'],Статус оплаты
725,['Вы обещали вернуть р. на карту . Номер карты : 4072 3408 92'],Инцидент
496,['******* Сбербанк'],Реквизиты
1712,Можно и по карте,Способы оплаты
1343,['А стоимости ? Сейчас у вас скидки на все ?'],Акции / Скидки
1917,Оплата при получении на почте.,Способы оплаты
313,Я оплатила) а когда отправлять будете,Статус оплаты
124,['Хорошо сейчас оплачу'],Статус оплаты
336,"['На сбербанка . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
1811,А оплачивать нужно сейчас или перед отправкой товара?,Способы оплаты
470,['? Сбербанк ?'],Реквизиты
1609,['Ну розыгрыш не делаете ?'],Акции / Скидки
205,На карту сейчас прямо нужно?,Статус оплаты
195,"Отправьте пожалуйста телеграмму, я оплачу",Статус оплаты
568,['? Сбербанк ?'],Реквизиты
662,"Здравствуйте , цены не изменились ? ) Напишите мне карту ?",Реквизиты
514,['******* Сбербанк'],Реквизиты
974,"Оплата еще не пришла , но пост опубликовал , чтобы по времени потом не слишком поздно было . Все таки не первый день сотрудничаем )",Инцидент
1521,['А по стоимости ? Сейчас вас скидки на все ?'],Акции / Скидки
1427,['Ну розыгрыш не делаете ?'],Акции / Скидки
150,['Оплату 300 за почту карту скину так устроит'],Статус оплаты
1333,['А по стоимости ? у вас скидки на все ?'],Акции / Скидки
1583,['А стоимости ? Сейчас у вас скидки на все ?'],Акции / Скидки
601,Оплатить все сразу. Где номер карты найти?,Реквизиты
826,"['сейчас решим , а то завтра не смогу ответить']",Инцидент
1277,['вы мне сумму и написали ?'],Сумма
102,"[', сейчас оплачу']",Статус оплаты
1325,Здравствуйте ! В какую сумму обошелся халат ?,Сумма
657,"Пришлите номер Карты , пожалуйста",Реквизиты
1375,['А по стоимости Сейчас у вас скидки на все'],Акции / Скидки
1520,['А по стоимости ? Сейчас у вас скидки на ?'],Акции / Скидки
1826,Оплата картой,Способы оплаты
460,['******* Сбербанк'],Реквизиты
419,['******* Сбербанк'],Реквизиты
182,['Хорошо сейчас оплачу'],Статус оплаты
1632,['по стоимости ? Сейчас у вас скидки на все ?'],Акции / Скидки
36,['Оплату 300 за на карту скину так устроит'],Статус оплаты
474,"['карту сбербанка . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
1769,Ну как дела? Группа за 1800 результаты дает?,Способы оплаты
321,тогда давайте завтра спишемся.и если что я на выходных у вас закажу и в понедельник оплачу,Статус оплаты
2,['Оплату 300 за почту карту скину так устроит'],Статус оплаты
75,['Оплату 300 за почту на скину так устроит'],Статус оплаты
1087,['При получении сколько получится сумма ?'],Сумма
1476,['А по стоимости ? Сейчас у вас скидки все ?'],Акции / Скидки
1958,"Хорошо, когда собирете посылку напишите я оплачу сразу.",Способы оплаты
523,"['На сбербанка . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
295,Если получится перевести . То переведу сейчас . Если нет то уже только завтра .,Статус оплаты
587,Номер карты получателя:,Реквизиты
1607,['Ну розыгрыш не делаете ?'],Акции / Скидки
1787,"Если , можно ....то я оплачу на почте ",Способы оплаты
637,Номер карты получателя: ,Реквизиты
653,Номер карты получателя: ,Реквизиты
1750,при получении на почте,Способы оплаты
1888,Оплата переводом на карту Сбербанка,Способы оплаты
1211,"['При получении , получится сумма ?']",Сумма
462,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
1650,"*** , а постоянным клиентам скидки не делаете ? "" и ещё хотела спросить , где можно приобрести туфли как у ваших моделей со снимков ?",Акции / Скидки
998,"['При получении , получится сумма ?']",Сумма
1012,['вы мне сумму и написали ?'],Сумма
1244,"['При получении , получится сумма ?']",Сумма
883,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
1093,"['При получении , сколько сумма ?']",Сумма
51,['Оплату 300 за почту карту скину так устроит'],Статус оплаты
1493,['А по стоимости Сейчас у вас скидки на все'],Акции / Скидки
1508,['Ну че розыгрыш делаете ?'],Акции / Скидки
290,Я отправила с карты папы .минахметов юнис,Статус оплаты
1754,"Я  у вас заказывала,могу и оплатить так и так",Способы оплаты
173,"['Хорошо , оплачу']",Статус оплаты
1069,['вы мне сумму так и написали'],Сумма
1867,Давайте с карты),Способы оплаты
1419,['А по стоимости Сейчас у вас скидки на все'],Акции / Скидки
823,['Вы вернуть 300 р. на карту . Номер карты : 4072 3408 92'],Инцидент
527,['******* Сбербанк'],Реквизиты
1939,Наложенный платеж,Способы оплаты
628,А номер счета получателя и номер карты может это не одно и тоже,Реквизиты
1330,['Ну че розыгрыш не делаете'],Акции / Скидки
18,['Хорошо сейчас оплачу'],Статус оплаты
1080,"['При получении , получится сумма ?']",Сумма
1011,"['При получении , сколько сумма ?']",Сумма
1038,['вы сумму так и написали ?'],Сумма
181,['Хорошо сейчас оплачу'],Статус оплаты
1573,['Ну че розыгрыш не делаете'],Акции / Скидки
1879,Оплата через карту,Способы оплаты
923,['Вы обещали вернуть 300 р. на . Номер карты : 4072 3408 92'],Инцидент
1195,['мне сумму так и написали ?'],Сумма
1030,['вы мне сумму так и ?'],Сумма
1788,Оплата при получении ?,Способы оплаты
1188,"['получении , сколько получится сумма ?']",Сумма
884,"['давайте сейчас решим , а то завтра не ответить']",Инцидент
1217,['мне сумму так и написали ?'],Сумма
327,Об оплате напишите)),Статус оплаты
581,Реквизиты отправьте или телефон,Реквизиты
1196,"['При получении , сколько получится сумма']",Сумма
1346,['А по стоимости ? Сейчас у вас скидки на ?'],Акции / Скидки
1909,Деньги переводу на карту,Способы оплаты
1099,"['получении , сколько получится сумма ?']",Сумма
66,['Оплату 300 за почту на карту так устроит'],Статус оплаты
1169,"['При получении , сколько получится ?']",Сумма
833,['Вы обещали вернуть 300 р. на . Номер карты : 4072 3408 92'],Инцидент
1371,['А по стоимости Сейчас у вас скидки на все'],Акции / Скидки
1596,['А стоимости ? Сейчас у вас скидки на все ?'],Акции / Скидки
1660,"Размер 44, г.Красноярск ул.А.Павлова38-63, индекс 660003, тел.8-929-335-54-27 Исакова Марина Валерьевна. Оплата картой",Способы оплаты
1207,['При получении сколько получится сумма ?'],Сумма
1809,Оплачивать буду при получении,Способы оплаты
1332,['че розыгрыш не делаете ?'],Акции / Скидки
647,Напишите номер карты,Реквизиты
212,Оплатила ),Статус оплаты
1027,"['При получении , получится сумма ?']",Сумма
629,Номер карты получателя: ,Реквизиты
1823,Оплата при получении на почте...),Способы оплаты
538,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
174,"['Хорошо , сейчас']",Статус оплаты
1969,ОПЛАТА ВОЗМОЖНО НА КАРТУ,Способы оплаты
652,"А если на карту оплата, какая гарантия?",Реквизиты
1886,"Сегодня вечером можно, оплата при получении",Способы оплаты
1785,Оплата при получении на почте.,Способы оплаты
1854,Мне удобно вам перевести,Способы оплаты
1916,Хорошо лучше при получении на почте.,Способы оплаты
1587,['Ну че розыгрыш не делаете'],Акции / Скидки
71,['300 за почту на карту скину так устроит'],Статус оплаты
956,"Юля. Если сегодня не будет трека я начну антирекламу во всех соц сетях, напишу заявление в полицию о мошенничестве и  буду звонить на вашу горячую линию и оставлять жалобы. Прошла неделя не смешно ни сколько.",Инцидент
577,Отправте номер карты,Реквизиты
67,"[', сейчас оплачу']",Статус оплаты
1549,['Ну че розыгрыш делаете ?'],Акции / Скидки
335,['На карту сбербанка . Напишите реквизиты пожалуйста : ) ) )'],Реквизиты
1462,['Ну че розыгрыш не делаете'],Акции / Скидки
32,['Оплату 300 за почту карту скину так устроит'],Статус оплаты
1081,['вы мне сумму и написали ?'],Сумма
1253,"['получении , сколько получится сумма ?']",Сумма
242,"Юля, деньги только что перевела",Статус оплаты
1054,['вы мне сумму так написали ?'],Сумма
402,"['На карту сбербанка . Напишите реквизиты , пожалуйста :']",Реквизиты
1373,['А по стоимости Сейчас у вас скидки на все'],Акции / Скидки
755,['Вы обещали вернуть 300 р. на карту . Номер карты : 3408 92'],Инцидент
1984,Оплата при получении товара ?,Способы оплаты
664,['Вы обещали вернуть р. на карту . Номер карты : 4072 3408 92'],Инцидент
222,Доброе утро. Юля не поздно еще деньги перевезти. Была на конференции в др.городе.,Статус оплаты
220,А на карту как срочно ? я смогу на следующей неделе ? налоги до ** ) ) ),Статус оплаты
1149,['вы мне сумму так написали ?'],Сумма
1396,['А по стоимости ? у вас скидки на все ?'],Акции / Скидки
1903,"Оплата при получении на почте . *** , раз'ясните откуда ****",Способы оплаты
1271,['вы мне сумму так написали ?'],Сумма
56,"['Хорошо , оплачу']",Статус оплаты
561,"['На карту сбербанка . Напишите , пожалуйста : ) ) )']",Реквизиты
1877,"А теперь мне нужно просто прийти на почту,забрать и оплатить?",Способы оплаты
766,"['давайте сейчас , а то завтра не смогу ответить']",Инцидент
1446,['Ну че не делаете ?'],Акции / Скидки
816,['Вы обещали вернуть р. на карту . Номер карты : 4072 3408 92'],Инцидент
1238,"['При получении , сколько сумма ?']",Сумма
1323,"Сумму тогда точную скажите, какую переводить вместе с доставкой или отдельно на почте платить?",Сумма
50,['Хорошо сейчас оплачу'],Статус оплаты
862,"['давайте сейчас решим , а то завтра не смогу']",Инцидент
781,"['давайте сейчас решим , а то завтра не смогу']",Инцидент
246,Я сейчас оплачу,Статус оплаты
148,['Оплату за почту на карту скину так устроит'],Статус оплаты
15,['Оплату 300 за на карту скину так устроит'],Статус оплаты
742,"['давайте решим , а то завтра не смогу ответить']",Инцидент
959,"И если вдруг что-то не подойдёт, то можно ли вернуть?",Инцидент
989,с оплатой по прежнему трудности ? Приложение не отображает транзакцию,Инцидент
957,"Юлия,чего то вы молчите?",Инцидент
1691,"Да всё так же,да оплата на почте",Способы оплаты
1550,['А по стоимости ? Сейчас у вас скидки все ?'],Акции / Скидки
139,"['Хорошо , сейчас']",Статус оплаты
1415,['А по стоимости ? Сейчас у вас скидки на ?'],Акции / Скидки
1454,['че розыгрыш не делаете ?'],Акции / Скидки
1464,['А по стоимости ? Сейчас у вас скидки все ?'],Акции / Скидки
573,"['На сбербанка . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
658,напишите номер карты :),Реквизиты
1315,Общую сумму сколько должна буду?,Сумма
1956,"Я раньше никогда не заказывала через интернет , не опыта оплаты по карточке.если несложно напишите , у меня карточка сбербанка, как через нее оплатить вам",Способы оплаты
896,['Вы обещали вернуть 300 р. на карту . Номер карты : 4072 3408'],Инцидент
1695,"Хорошо, Оплата при получении?",Способы оплаты
983,"*** , здравствуйте ! Получила посылку , но забрать не могу , потому что нет бланка на оплату , что делать ?",Инцидент
1200,['мне сумму так и написали ?'],Сумма
1819,"Если на карту можно оплатить после получения извещения,то тогда на карту. Если нет-то наличными на почте.",Способы оплаты
1032,['вы мне так и написали ?'],Сумма
981,Мне деньги не перевели,Инцидент
630,"Сбербанк или ВТБ,карта или счёт?",Реквизиты
1538,['Ну че розыгрыш не делаете'],Акции / Скидки
955,Вы обещали вернуть 300 р. на карту. Номер карты: 4072 3408 92,Инцидент
1923,Адрес тот же. Оплачу на почте,Способы оплаты
1613,['Ну че не делаете ?'],Акции / Скидки
361,['******* Сбербанк'],Реквизиты
445,['******* ? ?'],Реквизиты
909,['Вы обещали вернуть р. на карту . Номер карты : 4072 3408 92'],Инцидент
1403,['А по стоимости ? Сейчас у вас скидки все ?'],Акции / Скидки
1605,['че розыгрыш не делаете ?'],Акции / Скидки
760,['Вы обещали вернуть 300 р. на карту Номер карты : 4072 3408 92'],Инцидент
824,['давайте сейчас решим а то завтра не смогу ответить'],Инцидент
1351,['А по стоимости ? Сейчас у вас скидки на ?'],Акции / Скидки
1966,"Давайте пока оплата на почте пусть будет, к тому моменту как готов будет, я же смогу поменять вариант оплаты и оплатить по карте?",Способы оплаты
379,"['карту сбербанка . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
1928,Отлично. Оплата туда же,Способы оплаты
1341,['Ну розыгрыш не делаете ?'],Акции / Скидки
900,['Вы обещали вернуть 300 р. на . Номер карты : 4072 3408 92'],Инцидент
1621,['Ну че розыгрыш делаете ?'],Акции / Скидки
370,"['карту сбербанка . Напишите реквизиты , пожалуйста : ) ) )']",Реквизиты
1618,['А по стоимости ? Сейчас у вас скидки все ?'],Акции / Скидки
360,['******* Сбербанк'],Реквизиты
705,"['давайте сейчас решим , а то завтра не ответить']",Инцидент
1157,"['При , сколько получится сумма ?']",Сумма
1282,['вы мне сумму и написали ?'],Сумма
1533,['А по стоимости ? у вас скидки на все ?'],Акции / Скидки
1257,"['При получении , сколько получится ?']",Сумма
172,"[', сейчас оплачу']",Статус оплаты
